Rank|Sequence|Rank as bits|Sum|Adjusted sum|Length|Rank in adjusted sum and length class|Image cardinality|Image|Is strictly increasing|Is RGF sequence
3408|(0, 0, 5, 0, 0, 0, 0)|(1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0)|5|12|7|336|2|(0, 5)|False|False
3409|(0, 0, 4, 1, 0, 0, 0)|(1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1)|5|12|7|337|3|(0, 1, 4)|False|False
3410|(0, 0, 4, 0, 1, 0, 0)|(1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0)|5|12|7|338|3|(0, 1, 4)|False|False
3411|(0, 0, 4, 0, 0, 1, 0)|(1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1)|5|12|7|339|3|(0, 1, 4)|False|False
3412|(0, 0, 4, 0, 0, 0, 1)|(1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0)|5|12|7|340|3|(0, 1, 4)|False|False
3413|(0, 0, 3, 2, 0, 0, 0)|(1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1)|5|12|7|341|3|(0, 2, 3)|False|False
3414|(0, 0, 3, 1, 1, 0, 0)|(1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0)|5|12|7|342|3|(0, 1, 3)|False|False
3415|(0, 0, 3, 1, 0, 1, 0)|(1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1)|5|12|7|343|3|(0, 1, 3)|False|False
3416|(0, 0, 3, 1, 0, 0, 1)|(1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0)|5|12|7|344|3|(0, 1, 3)|False|False
3417|(0, 0, 3, 0, 2, 0, 0)|(1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1)|5|12|7|345|3|(0, 2, 3)|False|False
3418|(0, 0, 3, 0, 1, 1, 0)|(1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0)|5|12|7|346|3|(0, 1, 3)|False|False
3419|(0, 0, 3, 0, 1, 0, 1)|(1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1)|5|12|7|347|3|(0, 1, 3)|False|False
3420|(0, 0, 3, 0, 0, 2, 0)|(1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0)|5|12|7|348|3|(0, 2, 3)|False|False
3421|(0, 0, 3, 0, 0, 1, 1)|(1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1)|5|12|7|349|3|(0, 1, 3)|False|False
3422|(0, 0, 3, 0, 0, 0, 2)|(1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0)|5|12|7|350|3|(0, 2, 3)|False|False
3423|(0, 0, 2, 3, 0, 0, 0)|(1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1)|5|12|7|351|3|(0, 2, 3)|False|False
3424|(0, 0, 2, 2, 1, 0, 0)|(1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0)|5|12|7|352|3|(0, 1, 2)|False|False
3425|(0, 0, 2, 2, 0, 1, 0)|(1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1)|5|12|7|353|3|(0, 1, 2)|False|False
3426|(0, 0, 2, 2, 0, 0, 1)|(1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0)|5|12|7|354|3|(0, 1, 2)|False|False
3427|(0, 0, 2, 1, 2, 0, 0)|(1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1)|5|12|7|355|3|(0, 1, 2)|False|False
3428|(0, 0, 2, 1, 1, 1, 0)|(1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0)|5|12|7|356|3|(0, 1, 2)|False|False
3429|(0, 0, 2, 1, 1, 0, 1)|(1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1)|5|12|7|357|3|(0, 1, 2)|False|False
3430|(0, 0, 2, 1, 0, 2, 0)|(1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0)|5|12|7|358|3|(0, 1, 2)|False|False
3431|(0, 0, 2, 1, 0, 1, 1)|(1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1)|5|12|7|359|3|(0, 1, 2)|False|False
3432|(0, 0, 2, 1, 0, 0, 2)|(1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0)|5|12|7|360|3|(0, 1, 2)|False|False
3433|(0, 0, 2, 0, 3, 0, 0)|(1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1)|5|12|7|361|3|(0, 2, 3)|False|False
3434|(0, 0, 2, 0, 2, 1, 0)|(1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0)|5|12|7|362|3|(0, 1, 2)|False|False
3435|(0, 0, 2, 0, 2, 0, 1)|(1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1)|5|12|7|363|3|(0, 1, 2)|False|False
3436|(0, 0, 2, 0, 1, 2, 0)|(1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0)|5|12|7|364|3|(0, 1, 2)|False|False
3437|(0, 0, 2, 0, 1, 1, 1)|(1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1)|5|12|7|365|3|(0, 1, 2)|False|False
3438|(0, 0, 2, 0, 1, 0, 2)|(1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0)|5|12|7|366|3|(0, 1, 2)|False|False
3439|(0, 0, 2, 0, 0, 3, 0)|(1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1)|5|12|7|367|3|(0, 2, 3)|False|False
3440|(0, 0, 2, 0, 0, 2, 1)|(1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0)|5|12|7|368|3|(0, 1, 2)|False|False
3441|(0, 0, 2, 0, 0, 1, 2)|(1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1)|5|12|7|369|3|(0, 1, 2)|False|False
3442|(0, 0, 2, 0, 0, 0, 3)|(1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0)|5|12|7|370|3|(0, 2, 3)|False|False
3443|(0, 0, 1, 4, 0, 0, 0)|(1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1)|5|12|7|371|3|(0, 1, 4)|False|False
3444|(0, 0, 1, 3, 1, 0, 0)|(1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0)|5|12|7|372|3|(0, 1, 3)|False|False
3445|(0, 0, 1, 3, 0, 1, 0)|(1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1)|5|12|7|373|3|(0, 1, 3)|False|False
3446|(0, 0, 1, 3, 0, 0, 1)|(1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0)|5|12|7|374|3|(0, 1, 3)|False|False
3447|(0, 0, 1, 2, 2, 0, 0)|(1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1)|5|12|7|375|3|(0, 1, 2)|False|True
3448|(0, 0, 1, 2, 1, 1, 0)|(1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0)|5|12|7|376|3|(0, 1, 2)|False|True
3449|(0, 0, 1, 2, 1, 0, 1)|(1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1)|5|12|7|377|3|(0, 1, 2)|False|True
3450|(0, 0, 1, 2, 0, 2, 0)|(1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0)|5|12|7|378|3|(0, 1, 2)|False|True
3451|(0, 0, 1, 2, 0, 1, 1)|(1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1)|5|12|7|379|3|(0, 1, 2)|False|True
3452|(0, 0, 1, 2, 0, 0, 2)|(1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0)|5|12|7|380|3|(0, 1, 2)|False|True
3453|(0, 0, 1, 1, 3, 0, 0)|(1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1)|5|12|7|381|3|(0, 1, 3)|False|False
3454|(0, 0, 1, 1, 2, 1, 0)|(1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0)|5|12|7|382|3|(0, 1, 2)|False|True
3455|(0, 0, 1, 1, 2, 0, 1)|(1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1)|5|12|7|383|3|(0, 1, 2)|False|True
3456|(0, 0, 1, 1, 1, 2, 0)|(1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0)|5|12|7|384|3|(0, 1, 2)|False|True
3457|(0, 0, 1, 1, 1, 1, 1)|(1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1)|5|12|7|385|2|(0, 1)|False|True
3458|(0, 0, 1, 1, 1, 0, 2)|(1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0)|5|12|7|386|3|(0, 1, 2)|False|True
3459|(0, 0, 1, 1, 0, 3, 0)|(1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1)|5|12|7|387|3|(0, 1, 3)|False|False
3460|(0, 0, 1, 1, 0, 2, 1)|(1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0)|5|12|7|388|3|(0, 1, 2)|False|True
3461|(0, 0, 1, 1, 0, 1, 2)|(1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1)|5|12|7|389|3|(0, 1, 2)|False|True
3462|(0, 0, 1, 1, 0, 0, 3)|(1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0)|5|12|7|390|3|(0, 1, 3)|False|False
3463|(0, 0, 1, 0, 4, 0, 0)|(1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1)|5|12|7|391|3|(0, 1, 4)|False|False
3464|(0, 0, 1, 0, 3, 1, 0)|(1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0)|5|12|7|392|3|(0, 1, 3)|False|False
3465|(0, 0, 1, 0, 3, 0, 1)|(1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1)|5|12|7|393|3|(0, 1, 3)|False|False
3466|(0, 0, 1, 0, 2, 2, 0)|(1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0)|5|12|7|394|3|(0, 1, 2)|False|True
3467|(0, 0, 1, 0, 2, 1, 1)|(1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1)|5|12|7|395|3|(0, 1, 2)|False|True
3468|(0, 0, 1, 0, 2, 0, 2)|(1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0)|5|12|7|396|3|(0, 1, 2)|False|True
3469|(0, 0, 1, 0, 1, 3, 0)|(1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1)|5|12|7|397|3|(0, 1, 3)|False|False
3470|(0, 0, 1, 0, 1, 2, 1)|(1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0)|5|12|7|398|3|(0, 1, 2)|False|True
3471|(0, 0, 1, 0, 1, 1, 2)|(1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1)|5|12|7|399|3|(0, 1, 2)|False|True
3472|(0, 0, 1, 0, 1, 0, 3)|(1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0)|5|12|7|400|3|(0, 1, 3)|False|False
3473|(0, 0, 1, 0, 0, 4, 0)|(1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1)|5|12|7|401|3|(0, 1, 4)|False|False
3474|(0, 0, 1, 0, 0, 3, 1)|(1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0)|5|12|7|402|3|(0, 1, 3)|False|False
3475|(0, 0, 1, 0, 0, 2, 2)|(1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1)|5|12|7|403|3|(0, 1, 2)|False|True
3476|(0, 0, 1, 0, 0, 1, 3)|(1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0)|5|12|7|404|3|(0, 1, 3)|False|False
3477|(0, 0, 1, 0, 0, 0, 4)|(1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1)|5|12|7|405|3|(0, 1, 4)|False|False
3478|(0, 0, 0, 5, 0, 0, 0)|(1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0)|5|12|7|406|2|(0, 5)|False|False
3479|(0, 0, 0, 4, 1, 0, 0)|(1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1)|5|12|7|407|3|(0, 1, 4)|False|False
3480|(0, 0, 0, 4, 0, 1, 0)|(1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0)|5|12|7|408|3|(0, 1, 4)|False|False
3481|(0, 0, 0, 4, 0, 0, 1)|(1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1)|5|12|7|409|3|(0, 1, 4)|False|False
3482|(0, 0, 0, 3, 2, 0, 0)|(1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0)|5|12|7|410|3|(0, 2, 3)|False|False
3483|(0, 0, 0, 3, 1, 1, 0)|(1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1)|5|12|7|411|3|(0, 1, 3)|False|False
3484|(0, 0, 0, 3, 1, 0, 1)|(1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0)|5|12|7|412|3|(0, 1, 3)|False|False
3485|(0, 0, 0, 3, 0, 2, 0)|(1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1)|5|12|7|413|3|(0, 2, 3)|False|False
3486|(0, 0, 0, 3, 0, 1, 1)|(1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0)|5|12|7|414|3|(0, 1, 3)|False|False
3487|(0, 0, 0, 3, 0, 0, 2)|(1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1)|5|12|7|415|3|(0, 2, 3)|False|False
3488|(0, 0, 0, 2, 3, 0, 0)|(1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0)|5|12|7|416|3|(0, 2, 3)|False|False
3489|(0, 0, 0, 2, 2, 1, 0)|(1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1)|5|12|7|417|3|(0, 1, 2)|False|False
3490|(0, 0, 0, 2, 2, 0, 1)|(1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0)|5|12|7|418|3|(0, 1, 2)|False|False
3491|(0, 0, 0, 2, 1, 2, 0)|(1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1)|5|12|7|419|3|(0, 1, 2)|False|False
3492|(0, 0, 0, 2, 1, 1, 1)|(1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0)|5|12|7|420|3|(0, 1, 2)|False|False
3493|(0, 0, 0, 2, 1, 0, 2)|(1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1)|5|12|7|421|3|(0, 1, 2)|False|False
3494|(0, 0, 0, 2, 0, 3, 0)|(1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0)|5|12|7|422|3|(0, 2, 3)|False|False
3495|(0, 0, 0, 2, 0, 2, 1)|(1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1)|5|12|7|423|3|(0, 1, 2)|False|False
3496|(0, 0, 0, 2, 0, 1, 2)|(1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0)|5|12|7|424|3|(0, 1, 2)|False|False
3497|(0, 0, 0, 2, 0, 0, 3)|(1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1)|5|12|7|425|3|(0, 2, 3)|False|False
3498|(0, 0, 0, 1, 4, 0, 0)|(1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0)|5|12|7|426|3|(0, 1, 4)|False|False
3499|(0, 0, 0, 1, 3, 1, 0)|(1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1)|5|12|7|427|3|(0, 1, 3)|False|False
3500|(0, 0, 0, 1, 3, 0, 1)|(1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0)|5|12|7|428|3|(0, 1, 3)|False|False
3501|(0, 0, 0, 1, 2, 2, 0)|(1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1)|5|12|7|429|3|(0, 1, 2)|False|True
3502|(0, 0, 0, 1, 2, 1, 1)|(1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0)|5|12|7|430|3|(0, 1, 2)|False|True
3503|(0, 0, 0, 1, 2, 0, 2)|(1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1)|5|12|7|431|3|(0, 1, 2)|False|True
3504|(0, 0, 0, 1, 1, 3, 0)|(1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0)|5|12|7|432|3|(0, 1, 3)|False|False
3505|(0, 0, 0, 1, 1, 2, 1)|(1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1)|5|12|7|433|3|(0, 1, 2)|False|True
3506|(0, 0, 0, 1, 1, 1, 2)|(1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0)|5|12|7|434|3|(0, 1, 2)|False|True
3507|(0, 0, 0, 1, 1, 0, 3)|(1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1)|5|12|7|435|3|(0, 1, 3)|False|False
3508|(0, 0, 0, 1, 0, 4, 0)|(1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0)|5|12|7|436|3|(0, 1, 4)|False|False
3509|(0, 0, 0, 1, 0, 3, 1)|(1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1)|5|12|7|437|3|(0, 1, 3)|False|False
3510|(0, 0, 0, 1, 0, 2, 2)|(1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0)|5|12|7|438|3|(0, 1, 2)|False|True
3511|(0, 0, 0, 1, 0, 1, 3)|(1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1)|5|12|7|439|3|(0, 1, 3)|False|False
3512|(0, 0, 0, 1, 0, 0, 4)|(1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0)|5|12|7|440|3|(0, 1, 4)|False|False
3513|(0, 0, 0, 0, 5, 0, 0)|(1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1)|5|12|7|441|2|(0, 5)|False|False
3514|(0, 0, 0, 0, 4, 1, 0)|(1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0)|5|12|7|442|3|(0, 1, 4)|False|False
3515|(0, 0, 0, 0, 4, 0, 1)|(1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1)|5|12|7|443|3|(0, 1, 4)|False|False
3516|(0, 0, 0, 0, 3, 2, 0)|(1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0)|5|12|7|444|3|(0, 2, 3)|False|False
3517|(0, 0, 0, 0, 3, 1, 1)|(1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1)|5|12|7|445|3|(0, 1, 3)|False|False
3518|(0, 0, 0, 0, 3, 0, 2)|(1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0)|5|12|7|446|3|(0, 2, 3)|False|False
3519|(0, 0, 0, 0, 2, 3, 0)|(1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1)|5|12|7|447|3|(0, 2, 3)|False|False
3520|(0, 0, 0, 0, 2, 2, 1)|(1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0)|5|12|7|448|3|(0, 1, 2)|False|False
3521|(0, 0, 0, 0, 2, 1, 2)|(1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1)|5|12|7|449|3|(0, 1, 2)|False|False
3522|(0, 0, 0, 0, 2, 0, 3)|(1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0)|5|12|7|450|3|(0, 2, 3)|False|False
3523|(0, 0, 0, 0, 1, 4, 0)|(1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1)|5|12|7|451|3|(0, 1, 4)|False|False
3524|(0, 0, 0, 0, 1, 3, 1)|(1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0)|5|12|7|452|3|(0, 1, 3)|False|False
3525|(0, 0, 0, 0, 1, 2, 2)|(1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1)|5|12|7|453|3|(0, 1, 2)|False|True
3526|(0, 0, 0, 0, 1, 1, 3)|(1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0)|5|12|7|454|3|(0, 1, 3)|False|False
3527|(0, 0, 0, 0, 1, 0, 4)|(1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1)|5|12|7|455|3|(0, 1, 4)|False|False
3528|(0, 0, 0, 0, 0, 5, 0)|(1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0)|5|12|7|456|2|(0, 5)|False|False
3529|(0, 0, 0, 0, 0, 4, 1)|(1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1)|5|12|7|457|3|(0, 1, 4)|False|False
3530|(0, 0, 0, 0, 0, 3, 2)|(1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0)|5|12|7|458|3|(0, 2, 3)|False|False
3531|(0, 0, 0, 0, 0, 2, 3)|(1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1)|5|12|7|459|3|(0, 2, 3)|False|False
3532|(0, 0, 0, 0, 0, 1, 4)|(1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0)|5|12|7|460|3|(0, 1, 4)|False|False
3533|(0, 0, 0, 0, 0, 0, 5)|(1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1)|5|12|7|461|2|(0, 5)|False|False
3534|(4, 0, 0, 0, 0, 0, 0, 0)|(1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0)|4|12|8|0|2|(0, 4)|False|False
3535|(3, 1, 0, 0, 0, 0, 0, 0)|(1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1)|4|12|8|1|3|(0, 1, 3)|False|False
3536|(3, 0, 1, 0, 0, 0, 0, 0)|(1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0)|4|12|8|2|3|(0, 1, 3)|False|False
3537|(3, 0, 0, 1, 0, 0, 0, 0)|(1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1)|4|12|8|3|3|(0, 1, 3)|False|False
3538|(3, 0, 0, 0, 1, 0, 0, 0)|(1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0)|4|12|8|4|3|(0, 1, 3)|False|False
3539|(3, 0, 0, 0, 0, 1, 0, 0)|(1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1)|4|12|8|5|3|(0, 1, 3)|False|False
3540|(3, 0, 0, 0, 0, 0, 1, 0)|(1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0)|4|12|8|6|3|(0, 1, 3)|False|False
3541|(3, 0, 0, 0, 0, 0, 0, 1)|(1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1)|4|12|8|7|3|(0, 1, 3)|False|False
3542|(2, 2, 0, 0, 0, 0, 0, 0)|(1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0)|4|12|8|8|2|(0, 2)|False|False
3543|(2, 1, 1, 0, 0, 0, 0, 0)|(1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1)|4|12|8|9|3|(0, 1, 2)|False|False
3544|(2, 1, 0, 1, 0, 0, 0, 0)|(1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0)|4|12|8|10|3|(0, 1, 2)|False|False
3545|(2, 1, 0, 0, 1, 0, 0, 0)|(1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1)|4|12|8|11|3|(0, 1, 2)|False|False
3546|(2, 1, 0, 0, 0, 1, 0, 0)|(1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0)|4|12|8|12|3|(0, 1, 2)|False|False
3547|(2, 1, 0, 0, 0, 0, 1, 0)|(1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1)|4|12|8|13|3|(0, 1, 2)|False|False
3548|(2, 1, 0, 0, 0, 0, 0, 1)|(1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)|4|12|8|14|3|(0, 1, 2)|False|False
3549|(2, 0, 2, 0, 0, 0, 0, 0)|(1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1)|4|12|8|15|2|(0, 2)|False|False
3550|(2, 0, 1, 1, 0, 0, 0, 0)|(1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0)|4|12|8|16|3|(0, 1, 2)|False|False
3551|(2, 0, 1, 0, 1, 0, 0, 0)|(1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1)|4|12|8|17|3|(0, 1, 2)|False|False
3552|(2, 0, 1, 0, 0, 1, 0, 0)|(1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0)|4|12|8|18|3|(0, 1, 2)|False|False
3553|(2, 0, 1, 0, 0, 0, 1, 0)|(1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1)|4|12|8|19|3|(0, 1, 2)|False|False
3554|(2, 0, 1, 0, 0, 0, 0, 1)|(1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0)|4|12|8|20|3|(0, 1, 2)|False|False
3555|(2, 0, 0, 2, 0, 0, 0, 0)|(1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1)|4|12|8|21|2|(0, 2)|False|False
3556|(2, 0, 0, 1, 1, 0, 0, 0)|(1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0)|4|12|8|22|3|(0, 1, 2)|False|False
3557|(2, 0, 0, 1, 0, 1, 0, 0)|(1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1)|4|12|8|23|3|(0, 1, 2)|False|False
3558|(2, 0, 0, 1, 0, 0, 1, 0)|(1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0)|4|12|8|24|3|(0, 1, 2)|False|False
3559|(2, 0, 0, 1, 0, 0, 0, 1)|(1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1)|4|12|8|25|3|(0, 1, 2)|False|False
3560|(2, 0, 0, 0, 2, 0, 0, 0)|(1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0)|4|12|8|26|2|(0, 2)|False|False
3561|(2, 0, 0, 0, 1, 1, 0, 0)|(1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1)|4|12|8|27|3|(0, 1, 2)|False|False
3562|(2, 0, 0, 0, 1, 0, 1, 0)|(1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0)|4|12|8|28|3|(0, 1, 2)|False|False
3563|(2, 0, 0, 0, 1, 0, 0, 1)|(1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1)|4|12|8|29|3|(0, 1, 2)|False|False
3564|(2, 0, 0, 0, 0, 2, 0, 0)|(1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0)|4|12|8|30|2|(0, 2)|False|False
3565|(2, 0, 0, 0, 0, 1, 1, 0)|(1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1)|4|12|8|31|3|(0, 1, 2)|False|False
3566|(2, 0, 0, 0, 0, 1, 0, 1)|(1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0)|4|12|8|32|3|(0, 1, 2)|False|False
3567|(2, 0, 0, 0, 0, 0, 2, 0)|(1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1)|4|12|8|33|2|(0, 2)|False|False
3568|(2, 0, 0, 0, 0, 0, 1, 1)|(1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0)|4|12|8|34|3|(0, 1, 2)|False|False
